,single,danceability,energy,instrumentalness,explicit,collab,timesig_0,timesig_1,timesig_3,timesig_4,timesig_5,track_number,duration_s
1118,0,0.531,0.121,0.957,0,0,0,0,0,1,0,0.20833333333333334,0.0506570580754557
2532,0,0.718,0.673,0.897,0,0,0,0,0,1,0,0.7083333333333334,0.06761339550657058
5381,0,0.504,0.711,1.83e-05,1,1,0,0,0,1,0,0.29166666666666663,0.04514624841034336
2801,0,0.538,0.856,0.849,0,0,0,0,0,1,0,0.41666666666666663,0.09707503179313268
4218,0,0.624,0.693,0.0959,0,0,0,0,0,1,0,0.3333333333333333,0.042602797795676134
4991,0,0.851,0.756,0.0,0,0,0,0,0,1,0,0.9999999999999999,0.06697753285290377
5005,0,0.584,0.857,2.64e-06,1,0,0,0,0,1,0,0.041666666666666664,0.027130139889783807
9066,0,0.352,0.424,2.3e-05,1,0,0,0,0,1,0,0.24999999999999997,0.05998304366256889
7669,0,0.551,0.537,0.0,1,0,0,0,0,1,0,0.20833333333333334,0.03751589656634167
4180,0,0.269,0.944,0.0,0,0,0,0,0,1,0,0.9999999999999999,0.03391267486222976
6392,0,0.446,0.954,2.26e-06,0,0,0,0,0,1,0,0.9999999999999999,0.005298855447223399
1786,1,0.439,0.481,0.05,0,0,0,0,0,1,0,0.16666666666666666,0.05086901229334464
8989,0,0.556,0.426,4.55e-05,0,0,0,0,0,1,0,0.08333333333333334,0.03688003391267486
7228,0,0.463,0.373,0.407,0,0,0,1,0,0,0,0.125,0.0506570580754557
8932,0,0.701,0.716,0.0,1,1,0,0,0,1,0,0.49999999999999994,0.025646460364561256
5555,0,0.687,0.845,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.03624417125900806
766,0,0.761,0.412,0.0,0,0,0,0,1,0,0,0.125,0.03009749894022891
6636,1,0.588,0.67,3.33e-06,0,0,0,0,0,1,0,0.0,0.04641797371767698
5075,0,0.785,0.62,0.0,1,0,0,0,0,1,0,0.125,0.04578211106401017
367,0,0.245,0.51,0.63,0,0,0,0,0,1,0,0.75,0.0423908435777872
4547,0,0.501,0.743,6.56e-06,0,0,0,0,0,1,0,0.20833333333333334,0.03984739296311997
4973,0,0.599,0.83,0.0353,0,0,0,0,0,1,0,0.3333333333333333,0.04472233997456549
2941,0,0.488,0.574,0.0484,0,0,0,0,0,1,0,0.5833333333333334,0.03306485799067401
6216,0,0.666,0.894,0.000222,0,0,0,0,0,1,0,0.625,0.006994489190334888
7418,1,0.708,0.211,0.0,0,1,0,0,0,1,0,0.0,0.02818991097922849
4477,0,0.619,0.806,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.04959728698601102
9738,0,0.6,0.0212,0.931,0,0,0,0,0,1,0,0.041666666666666664,0.02161933022467147
667,0,0.638,0.887,0.769,0,0,0,0,0,1,0,0.3333333333333333,0.07799915218312845
6476,0,0.386,0.991,0.928,0,0,0,0,0,1,0,0.9999999999999999,0.013353115727002967
7413,0,0.479,0.989,0.953,1,0,0,0,0,1,0,0.9999999999999999,0.007630351844001695
3282,0,0.576,0.593,0.000767,0,0,0,0,0,1,0,0.41666666666666663,0.042602797795676134
7816,1,0.714,0.547,0.827,0,0,0,0,0,1,0,0.0,0.04747774480712166
1450,0,0.49,0.981,0.949,0,0,0,0,0,1,0,0.041666666666666664,0.013988978380669776
8653,1,0.38,0.219,0.0104,0,0,0,0,0,1,0,0.0,0.04726579058923273
5234,0,0.545,0.803,1.79e-06,0,0,0,0,0,1,0,0.5416666666666666,0.007630351844001695
4498,0,0.524,0.869,0.388,1,0,0,0,0,1,0,0.29166666666666663,0.05256464603645612
9321,1,0.692,0.772,0.000755,0,0,0,0,0,1,0,0.0,0.03560830860534125
8943,0,0.66,0.758,0.000743,0,0,0,0,0,1,0,0.041666666666666664,0.04853751589656634
1218,0,0.343,0.877,0.814,0,0,0,0,0,1,0,0.24999999999999997,0.031581178465451464
8050,0,0.479,0.876,2.41e-06,0,0,0,0,0,1,0,0.24999999999999997,0.005298855447223399
9037,0,0.791,0.366,0.93,0,0,0,0,0,1,0,0.125,0.015048749470114454
6187,0,0.785,0.554,3.4e-06,1,0,0,0,0,1,0,0.4583333333333333,0.027766002543450616
2413,1,0.462,0.615,0.0,1,0,0,0,0,1,0,0.0,0.05447223399745655
5505,0,0.507,0.564,0.0,0,0,0,0,0,1,0,0.3333333333333333,0.0453582026282323
2634,0,0.701,0.856,0.0,1,0,0,0,0,1,0,0.41666666666666663,0.11445527766002543
3562,0,0.686,0.691,0.0,1,0,0,0,0,1,0,0.0,0.04662992793556592
5030,0,0.267,0.449,0.506,0,0,0,0,0,1,0,0.29166666666666663,0.05637982195845697
6377,0,0.7,0.46,4.81e-05,1,0,0,0,0,1,0,0.41666666666666663,0.026070368800339125
3998,0,0.705,0.609,0.0,1,0,0,0,0,1,0,0.29166666666666663,0.03815175922000848
9660,0,0.82,0.656,0.0339,1,0,0,0,0,1,0,0.4583333333333333,0.027342094107672743
9168,0,0.669,0.558,0.0,0,0,0,0,0,1,0,0.3333333333333333,0.023103009749894023
8873,0,0.369,0.272,0.0,0,0,0,0,0,1,0,0.37499999999999994,0.02818991097922849
2245,0,0.595,0.723,0.0286,0,0,0,1,0,0,0,0.041666666666666664,0.04323866044934294
205,0,0.554,0.325,0.0324,0,0,0,0,0,1,0,0.08333333333333334,0.06634167019923697
4765,0,0.612,0.835,0.954,0,0,0,0,0,1,0,0.125,0.08562950402713014
347,0,0.812,0.867,0.568,0,1,0,0,0,1,0,0.29166666666666663,0.057863501483679525
8796,1,0.517,0.366,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.034548537515896566
8157,1,0.689,0.582,0.00464,0,0,0,0,0,1,0,0.0,0.03306485799067401
3942,1,0.192,0.952,0.716,0,0,0,0,0,1,0,0.0,0.045570156846121236
4397,0,0.541,0.907,0.000185,0,0,0,0,0,1,0,0.041666666666666664,0.03560830860534125
1193,0,0.706,0.728,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.03857566765578635
9636,0,0.842,0.522,6.91e-05,1,1,0,0,0,1,0,0.37499999999999994,0.029673590504451036
8123,0,0.873,0.575,0.0,1,1,0,0,0,1,0,0.20833333333333334,0.037727850784230604
6314,0,0.31,0.959,0.875,0,0,0,0,0,1,0,0.16666666666666666,0.0347604917337855
5828,0,0.747,0.704,0.0,1,0,0,0,0,1,0,0.16666666666666666,0.04111911827045358
2780,0,0.712,0.922,1.9e-06,0,1,0,0,0,1,0,0.08333333333333334,0.04493429419245443
4679,1,0.461,0.879,0.0,0,0,0,0,0,1,0,0.0,0.037091988130563795
4845,0,0.566,0.576,0.0,0,0,0,0,0,1,0,0.24999999999999997,0.046206019499788045
1589,0,0.788,0.785,0.0,0,0,0,0,1,0,0,0.16666666666666666,0.04069520983467571
1952,0,0.675,0.918,0.911,0,0,0,0,0,1,0,0.16666666666666666,0.06867316659601526
7115,0,0.652,0.886,0.322,0,0,0,0,0,1,0,0.41666666666666663,0.009961848240779992
8792,0,0.441,0.983,0.694,0,0,0,0,0,1,0,0.41666666666666663,0.06316235693090293
6330,0,0.467,0.922,0.00893,0,0,0,0,0,1,0,0.20833333333333334,0.047901653242899536
6986,0,0.156,0.189,0.364,0,0,0,0,1,0,0,0.041666666666666664,0.03793980500211954
1246,0,0.663,0.347,0.0,1,0,0,0,1,0,0,0.37499999999999994,0.03624417125900806
9332,0,0.579,0.687,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.04514624841034336
937,0,0.466,0.99,0.0,0,0,0,0,0,1,0,0.875,0.014836795252225518
5476,0,0.658,0.932,0.892,0,0,0,0,0,1,0,0.08333333333333334,0.0748198389147944
1390,0,0.479,0.961,0.646,0,0,0,0,0,1,0,0.9999999999999999,0.007630351844001695
5852,0,0.719,0.469,0.0,0,0,0,0,0,1,0,0.4583333333333333,0.04472233997456549
1475,0,0.697,0.621,0.0,0,1,0,0,0,1,0,0.041666666666666664,0.03688003391267486
656,1,0.781,0.526,0.0,1,1,0,0,0,1,0,0.0,0.04578211106401017
2692,0,0.543,0.815,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.04345061466723188
5674,1,0.739,0.619,0.0,0,1,0,0,0,1,0,0.0,0.04302670623145401
2966,0,0.706,0.855,0.0,1,0,0,0,0,1,0,0.125,0.04408647732089869
9528,0,0.588,0.856,0.0739,0,0,0,0,0,1,0,0.08333333333333334,0.03306485799067401
236,0,0.628,0.676,2.65e-05,0,0,0,0,0,1,0,0.29166666666666663,0.03645612547689699
3264,0,0.634,0.862,0.0,0,0,0,0,0,1,0,0.24999999999999997,0.04408647732089869
9236,0,0.877,0.444,0.0,1,1,0,0,0,1,0,0.20833333333333334,0.030945315811784654
503,0,0.603,0.913,0.991,0,0,0,0,0,1,0,0.6666666666666666,0.008266214497668503
5022,0,0.519,0.413,0.127,0,0,0,0,0,1,0,0.24999999999999997,0.051080966511233575
5588,0,0.592,0.588,0.00101,0,0,0,0,0,1,0,0.29166666666666663,0.05023314963967783
2847,0,0.868,0.568,0.0,1,1,0,0,0,1,0,0.20833333333333334,0.03624417125900806
6650,0,0.632,0.686,0.0,0,0,0,0,0,1,0,0.0,0.032005086901229336
9698,0,0.505,0.627,7.4e-05,0,0,0,0,0,1,0,0.16666666666666666,0.04493429419245443
7065,0,0.768,0.652,0.0,1,0,0,0,0,1,0,0.125,0.026494277236116998
1381,1,0.69,0.857,0.11,0,0,0,0,0,1,0,0.16666666666666666,0.04111911827045358
4431,0,0.773,0.564,1.99e-05,1,0,0,0,0,1,0,0.37499999999999994,0.04069520983467571
8657,1,0.716,0.563,0.0,1,0,0,0,0,1,0,0.0,0.029885544722339973
2757,0,0.656,0.995,0.703,1,0,0,0,0,1,0,0.4583333333333333,0.05913522679101314
9733,1,0.775,0.518,0.0,1,0,0,0,0,1,0,0.0,0.022043238660449344
4194,0,0.841,0.446,0.00116,0,0,0,0,0,1,0,0.125,0.04048325561678678
3967,0,0.743,0.347,0.00951,1,0,0,0,0,1,0,0.20833333333333334,0.06506994489190335
2180,0,0.614,0.914,0.000918,0,0,0,0,0,1,0,0.49999999999999994,0.06125476896990251
6800,0,0.464,0.891,4.08e-05,0,0,0,0,0,1,0,0.9999999999999999,0.03921153030945316
5949,0,0.74,0.613,0.00372,1,0,0,0,0,1,0,0.125,0.03115727002967359
4177,0,0.794,0.653,4.88e-05,1,0,0,0,0,1,0,0.625,0.051716829164900384
5745,0,0.64,0.798,0.0,0,0,0,0,0,1,0,0.0,0.04917337855023315
5848,0,0.812,0.472,0.0,0,0,0,0,0,1,0,0.125,0.046841882153454854
5897,0,0.74,0.881,0.637,0,0,0,0,0,1,0,0.9999999999999999,0.041966935142009325
2759,0,0.542,0.981,0.513,1,0,0,0,0,1,0,0.7083333333333334,0.059771089444679945
2658,0,0.526,0.657,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.04281475201356507
9448,0,0.47,0.565,0.0,1,0,0,0,0,1,0,0.041666666666666664,0.0635862653666808
2300,0,0.654,0.764,0.000291,0,0,0,0,0,1,0,0.041666666666666664,0.05998304366256889
6608,0,0.579,0.511,0.0,0,0,0,0,0,1,0,0.20833333333333334,0.04472233997456549
4448,0,0.61,0.63,0.0,0,0,0,0,0,1,0,0.37499999999999994,0.013353115727002967
6098,0,0.504,0.935,0.101,0,0,0,0,0,1,0,0.08333333333333334,0.05023314963967783
5995,0,0.754,0.449,8.29e-05,1,0,0,0,0,1,0,0.16666666666666666,0.03793980500211954
8567,0,0.742,0.679,0.0,1,0,0,0,0,1,0,0.041666666666666664,0.03857566765578635
1547,0,0.399,0.963,5.16e-06,0,0,0,0,0,1,0,0.125,0.04472233997456549
16,0,0.772,0.413,0.0,1,0,0,0,0,1,0,0.0,0.04811360746078847
3270,0,0.617,0.632,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.03984739296311997
1061,0,0.61,0.893,4.41e-05,0,0,0,0,0,1,0,0.20833333333333334,0.05871131835523527
2814,0,0.818,0.67,1.22e-06,0,0,0,0,0,1,0,0.08333333333333334,0.04578211106401017
1230,0,0.549,0.992,0.0283,0,0,0,0,0,1,0,0.9999999999999999,0.008266214497668503
5864,1,0.754,0.762,6.67e-05,1,1,0,0,0,1,0,0.0,0.053624417125900804
4203,0,0.467,0.636,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.03497244595167444
6642,0,0.553,0.502,0.0,0,0,0,0,0,1,0,0.3333333333333333,0.04048325561678678
3384,0,0.807,0.887,2.87e-06,1,0,0,0,0,1,0,0.041666666666666664,0.03560830860534125
5592,0,0.36,0.654,0.814,0,0,0,0,0,1,0,0.3333333333333333,0.07630351844001695
2706,0,0.658,0.814,0.00676,0,0,0,0,0,1,0,0.08333333333333334,0.0347604917337855
2370,0,0.521,0.247,0.0,0,0,0,0,0,1,0,0.49999999999999994,0.050445103857566766
1570,0,0.516,0.463,0.00575,0,0,0,0,0,1,0,0.08333333333333334,0.0777871979652395
3718,0,0.568,0.42,0.124,1,1,0,0,0,1,0,0.24999999999999997,0.08393387028401865
4348,0,0.518,0.969,0.0,0,0,0,0,0,1,0,0.20833333333333334,0.009114031369224247
4615,0,0.266,0.151,0.873,0,0,0,0,1,0,0,0.3333333333333333,0.12971598134802884
6500,0,0.65,0.871,0.00257,0,0,0,0,0,1,0,0.9999999999999999,0.007630351844001695
6926,0,0.878,0.525,0.0,0,0,0,0,0,1,0,0.24999999999999997,0.0294616362865621
2895,0,0.428,0.852,0.0,0,0,0,0,0,0,1,0.8333333333333334,0.006146672318779144
2942,0,0.717,0.693,0.0,1,0,0,0,0,1,0,0.4583333333333333,0.05150487494701145
8223,0,0.557,0.565,3.9e-06,0,0,0,0,1,0,0,0.16666666666666666,0.04387452310300975
7956,0,0.12,0.479,0.94,0,0,0,0,1,0,0,0.20833333333333334,0.054684188215345486
2903,0,0.572,0.999,0.839,0,0,0,0,0,1,0,0.0,0.06803730394234846
4239,0,0.627,0.763,5.23e-05,0,0,0,0,0,1,0,0.125,0.04726579058923273
5172,0,0.523,0.578,0.396,0,0,0,0,0,1,0,0.041666666666666664,0.02161933022467147
8146,0,0.407,0.967,0.322,0,0,0,0,0,1,0,0.9999999999999999,0.008266214497668503
872,0,0.561,0.522,0.0,0,1,0,0,0,1,0,0.24999999999999997,0.05341246290801187
4833,0,0.638,0.474,0.191,0,0,0,0,0,1,0,0.29166666666666663,0.01949978804578211
4278,0,0.542,0.949,0.95,0,0,0,0,0,1,0,0.9999999999999999,0.011233573548113607
438,0,0.379,0.608,0.000614,1,0,0,0,0,1,0,0.24999999999999997,0.053624417125900804
6638,0,0.543,0.88,0.000227,0,0,0,0,0,1,0,0.08333333333333334,0.03688003391267486
1809,0,0.78,0.716,5.92e-06,0,0,0,0,0,1,0,0.20833333333333334,0.04959728698601102
1141,0,0.654,0.95,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.044298431538787625
7271,0,0.726,0.408,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.02628232301822806
5988,0,0.657,0.528,0.0904,0,0,0,0,0,1,0,0.9999999999999999,0.04175498092412039
9754,0,0.704,0.0317,0.96,0,0,0,0,1,0,0,0.3333333333333333,0.01907587961000424
5686,0,0.457,0.943,0.000245,1,0,0,0,0,1,0,0.16666666666666666,0.029249682068673163
2924,0,0.77,0.79,0.0,0,0,0,0,0,1,0,0.0,0.03730394234845273
8810,0,0.654,0.635,4.17e-05,0,0,0,0,0,1,0,0.9999999999999999,0.053624417125900804
5817,0,0.431,0.846,0.00224,0,0,0,0,0,1,0,0.24999999999999997,0.04514624841034336
1948,0,0.559,0.83,0.0,0,0,0,0,0,1,0,0.5416666666666666,0.06973293768545993
7599,0,0.755,0.772,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.025858414582450192
9174,0,0.683,0.498,0.0,0,0,0,0,0,1,0,0.125,0.02373887240356083
5758,1,0.851,0.424,0.0,0,0,0,0,0,1,0,0.0,0.019923696481559984
7194,1,0.872,0.814,1.96e-06,1,1,0,0,0,1,0,0.0,0.03815175922000848
3808,1,0.795,0.616,0.0,0,1,0,0,0,1,0,0.041666666666666664,0.03624417125900806
2488,0,0.192,0.626,0.906,0,0,0,0,1,0,0,0.9999999999999999,0.012505298855447222
2467,0,0.772,0.235,0.00125,0,0,0,0,0,1,0,0.125,0.047901653242899536
5044,0,0.499,0.325,0.0791,0,0,0,0,0,1,0,0.125,0.027342094107672743
3815,0,0.316,0.884,0.176,1,0,0,0,0,1,0,0.041666666666666664,0.04705383637134379
3396,0,0.486,0.94,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.039423484527342095
6510,0,0.412,0.956,0.919,0,0,0,0,1,0,0,0.9999999999999999,0.004451038575667655
1661,0,0.827,0.474,0.0,1,0,0,0,0,1,0,0.37499999999999994,0.04111911827045358
5803,0,0.511,0.991,0.000288,0,0,0,0,0,1,0,0.16666666666666666,0.03391267486222976
3534,0,0.583,0.454,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.06676557863501484
756,1,0.714,0.905,2.55e-05,1,1,0,0,0,1,0,0.0,0.028825773632895298
4543,0,0.673,0.789,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.037727850784230604
2965,1,0.677,0.649,0.823,0,0,0,0,0,1,0,0.041666666666666664,0.07609156422212802
225,0,0.263,0.567,0.906,0,0,0,0,1,0,0,0.125,0.08011869436201781
6159,0,0.699,0.713,3.11e-06,0,0,0,0,0,1,0,0.37499999999999994,0.039423484527342095
6655,0,0.552,0.911,0.901,0,0,0,0,0,1,0,0.16666666666666666,0.038787621873675286
2959,0,0.164,0.207,0.555,0,0,0,0,0,1,0,0.20833333333333334,0.04726579058923273
9686,1,0.877,0.6,5.38e-05,1,0,0,0,0,1,0,0.0,0.025646460364561256
7840,1,0.762,0.972,0.0,0,0,0,0,0,1,0,0.0,0.03391267486222976
1640,0,0.521,0.865,0.796,0,0,0,0,0,1,0,0.9999999999999999,0.045570156846121236
588,0,0.505,0.443,3.15e-06,0,0,0,0,0,1,0,0.37499999999999994,0.05913522679101314
1133,0,0.545,0.78,4.64e-05,0,0,0,0,0,1,0,0.08333333333333334,0.05002119542178889
8732,0,0.552,0.788,0.00372,0,0,0,0,0,1,0,0.3333333333333333,0.05849936413734633
458,0,0.471,0.924,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.033488766426451884
991,0,0.377,0.994,0.234,0,0,0,0,0,1,0,0.3333333333333333,0.0241627808393387
3437,0,0.386,0.957,0.282,0,0,0,0,0,1,0,0.20833333333333334,0.05383637134378974
8580,0,0.635,0.942,0.737,0,0,0,0,0,1,0,0.0,0.03793980500211954
2503,0,0.588,0.791,0.00258,0,0,0,0,0,1,0,0.08333333333333334,0.04493429419245443
5542,0,0.503,0.749,0.0,0,0,0,0,0,1,0,0.4583333333333333,0.04599406528189911
1859,0,0.39,0.457,8.9e-06,0,0,0,0,1,0,0,0.125,0.05743959304790165
8389,0,0.586,0.893,0.642,0,0,0,0,1,0,0,0.24999999999999997,0.02055955913522679
5876,0,0.722,0.282,0.00557,0,0,0,0,0,1,0,0.29166666666666663,0.06252649427723611
5134,0,0.543,0.541,0.0,0,0,0,0,1,0,0,0.08333333333333334,0.04641797371767698
3196,0,0.468,0.19,0.0,0,0,0,0,0,1,0,0.9166666666666666,0.0423908435777872
7454,1,0.747,0.57,0.0,1,0,0,0,0,1,0,0.0,0.03836371343789741
8679,1,0.791,0.64,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.04111911827045358
9100,0,0.759,0.401,0.0,0,0,0,0,0,1,0,0.9999999999999999,0.04514624841034336
9570,0,0.662,0.906,0.0,0,0,0,0,0,1,0,0.4583333333333333,0.04662992793556592
1419,0,0.591,0.488,0.786,0,0,0,0,0,1,0,0.5416666666666666,0.008690122933446376
1867,0,0.621,0.713,8.28e-06,0,0,0,0,0,1,0,0.08333333333333334,0.04917337855023315
7068,0,0.558,0.897,0.0678,0,0,0,0,0,1,0,0.9999999999999999,0.008266214497668503
4405,0,0.489,0.641,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.03624417125900806
2183,0,0.713,0.29,0.807,1,0,0,0,0,1,0,0.041666666666666664,0.02543450614667232
3028,0,0.402,0.526,8.33e-06,1,1,0,0,0,1,0,0.16666666666666666,0.06782534972445951
1582,0,0.956,0.458,0.529,0,0,0,0,0,1,0,0.4583333333333333,0.04599406528189911
6930,0,0.548,0.805,0.000389,1,0,0,0,0,1,0,0.20833333333333334,0.04175498092412039
3097,0,0.576,0.564,0.233,0,0,0,0,0,1,0,0.24999999999999997,0.08605341246290801
621,0,0.781,0.634,2.64e-06,0,0,0,0,0,1,0,0.7083333333333334,0.03666807969478593
2876,0,0.818,0.374,0.0139,0,0,0,0,0,1,0,0.16666666666666666,0.03052140737600678
3125,0,0.441,0.657,0.266,0,0,0,0,0,1,0,0.0,0.17401441288681646
6694,0,0.817,0.578,0.00103,0,0,0,0,0,1,0,0.20833333333333334,0.03433658329800763
6933,0,0.513,0.62,0.0,0,0,0,0,0,1,0,0.125,0.07736328952946164
7740,1,0.647,0.962,0.807,0,0,0,0,0,1,0,0.20833333333333334,0.04175498092412039
1346,0,0.825,0.541,8.35e-05,0,0,0,0,0,1,0,0.9999999999999999,0.056591776176345907
3939,0,0.385,0.992,0.857,0,0,0,0,0,1,0,0.9999999999999999,0.007630351844001695
3991,0,0.439,0.755,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.032852903772785075
4471,0,0.704,0.778,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.06612971598134802
5989,0,0.81,0.353,0.0,1,0,0,0,0,1,0,0.20833333333333334,0.040059347181008904
1354,0,0.499,0.912,0.776,0,0,0,0,0,1,0,0.37499999999999994,0.04853751589656634
637,0,0.53,0.989,0.991,0,0,0,0,0,1,0,0.9999999999999999,0.013565069944891903
4035,0,0.63,0.754,0.0,0,0,0,0,0,1,0,0.125,0.03242899533700721
1564,0,0.516,0.463,0.00575,0,0,0,0,0,1,0,0.08333333333333334,0.0777871979652395
7707,1,0.81,0.353,0.000104,0,0,0,0,0,1,0,0.0,0.03306485799067401
7949,0,0.914,0.732,0.0,1,0,0,0,0,1,0,0.29166666666666663,0.03221704111911827
8422,0,0.483,0.993,0.000679,0,0,0,0,0,1,0,0.24999999999999997,0.044298431538787625
2901,0,0.874,0.425,3.77e-06,0,0,0,0,0,1,0,0.041666666666666664,0.046206019499788045
8607,1,0.497,0.757,0.0,0,0,0,0,0,1,0,0.0,0.039423484527342095
2506,0,0.0808,0.0439,0.902,0,0,0,0,0,1,0,0.9166666666666666,0.01738024586689275
7928,0,0.709,0.261,3.52e-05,0,0,0,0,1,0,0,0.125,0.0294616362865621
6948,0,0.392,0.131,0.829,0,0,0,0,0,0,1,0.24999999999999997,0.011233573548113607
1652,0,0.741,0.937,0.928,0,0,0,0,0,1,0,0.24999999999999997,0.10343365832980077
9394,0,0.702,0.825,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.03899957609156422
4226,0,0.559,0.895,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.04111911827045358
1938,0,0.705,0.973,0.0394,0,0,0,0,0,1,0,0.5416666666666666,0.03412462908011869
1730,0,0.523,0.0715,1.17e-05,0,0,0,0,0,1,0,0.0,0.06443408223823655
4233,0,0.56,0.857,0.0,0,0,0,0,0,1,0,0.6666666666666666,0.04111911827045358
1580,0,0.582,0.768,0.000339,0,0,0,0,0,1,0,0.9999999999999999,0.10746078846969055
6860,0,0.749,0.935,0.0597,0,0,0,0,0,1,0,0.08333333333333334,0.05871131835523527
6656,1,0.448,0.826,0.0,0,0,0,0,0,1,0,0.0,0.04980924120389996
4537,0,0.699,0.67,0.22,0,0,0,0,0,1,0,0.0,0.05553200508690123
8351,0,0.66,0.76,0.0,1,0,0,0,0,1,0,0.29166666666666663,0.03412462908011869
6069,0,0.572,0.385,0.0,0,0,0,0,0,1,0,0.4583333333333333,0.04154302670623145
1052,0,0.516,0.463,0.00575,0,0,0,0,0,1,0,0.08333333333333334,0.0777871979652395
4049,1,0.827,0.66,0.403,0,0,0,0,0,1,0,0.0,0.052988554472233995
8148,0,0.368,0.639,0.00674,0,0,0,0,0,1,0,0.9999999999999999,0.04641797371767698
2740,0,0.629,0.572,0.000853,0,0,0,0,0,1,0,0.125,0.035820262823230184
6432,0,0.457,0.986,0.346,0,0,0,0,0,1,0,0.9999999999999999,0.016532428995337006
6817,0,0.593,0.37,0.0,1,1,0,0,0,1,0,0.5833333333333334,0.05150487494701145
2128,0,0.441,0.915,0.00129,0,0,0,0,0,1,0,0.125,0.057863501483679525
3223,0,0.807,0.58,0.535,0,0,0,0,0,1,0,0.41666666666666663,0.08520559559135227
796,0,0.674,0.81,4.74e-05,0,0,0,0,0,1,0,0.41666666666666663,0.03751589656634167
5147,0,0.67,0.643,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.03857566765578635
7235,1,0.572,0.406,4.48e-06,1,0,0,0,0,1,0,0.0,0.03857566765578635
8412,0,0.585,0.33,0.817,0,0,0,0,0,1,0,0.20833333333333334,0.027766002543450616
7021,1,0.659,0.625,0.0,0,0,0,0,0,1,0,0.0,0.03433658329800763
9424,0,0.906,0.474,5.5e-06,0,0,0,0,0,1,0,0.16666666666666666,0.037091988130563795
8251,0,0.744,0.868,0.0,1,0,0,0,0,1,0,0.125,0.03963543874523103
9727,1,0.586,0.817,0.0,0,0,0,0,0,1,0,0.0,0.03793980500211954
7705,1,0.785,0.721,0.00432,1,0,0,0,0,1,0,0.0,0.03327681220856295
8858,1,0.789,0.536,0.0,1,0,0,0,0,1,0,0.0,0.030945315811784654
4421,0,0.704,0.634,3.17e-05,0,0,0,0,0,1,0,0.16666666666666666,0.05341246290801187
1208,0,0.6,0.879,0.192,0,0,0,0,0,1,0,0.041666666666666664,0.019711742263671048
4267,1,0.649,0.478,0.0,1,1,0,0,0,1,0,0.041666666666666664,0.05192878338278932
1623,0,0.603,0.952,0.000445,0,0,0,0,0,1,0,0.041666666666666664,0.03052140737600678
6477,0,0.533,0.638,0.000932,1,0,0,0,0,1,0,0.24999999999999997,0.03984739296311997
6148,0,0.375,0.257,0.041,0,0,0,0,0,1,0,0.0,0.04302670623145401
4670,0,0.478,0.836,1.45e-06,0,0,0,0,0,1,0,0.875,0.043662568885120816
3304,0,0.624,0.66,0.786,0,0,0,0,1,0,0,0.125,0.008054260279779568
8654,0,0.373,0.965,0.786,0,0,0,0,0,1,0,0.0,0.04175498092412039
5082,0,0.314,0.631,0.00335,0,0,0,0,0,1,0,0.125,0.06337431114879186
4804,0,0.612,0.835,0.954,0,0,0,0,0,1,0,0.29166666666666663,0.08562950402713014
8634,0,0.711,0.923,0.0,0,0,0,0,0,1,0,0.5416666666666666,0.04662992793556592
619,0,0.581,0.719,5.81e-05,0,0,0,0,0,1,0,0.24999999999999997,0.03560830860534125
5640,0,0.848,0.711,0.391,0,0,0,0,0,1,0,0.6666666666666666,0.03306485799067401
5171,0,0.762,0.7,1.56e-05,0,0,0,0,0,1,0,0.37499999999999994,0.04027130139889784
5537,1,0.696,0.817,0.0,1,1,0,0,0,1,0,0.0,0.04175498092412039
3029,0,0.262,0.668,0.803,0,0,0,0,0,1,0,0.041666666666666664,0.03984739296311997
7050,1,0.376,0.43,0.0,0,0,0,0,1,0,0,0.0,0.033488766426451884
307,0,0.398,0.981,0.0,0,0,0,0,0,1,0,0.9583333333333334,0.0023314963967782957
935,0,0.461,0.706,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.03963543874523103
4600,0,0.501,0.836,0.0,0,0,0,0,0,1,0,0.16666666666666666,0.03666807969478593
411,0,0.443,0.88,0.0,0,0,0,0,0,1,0,0.37499999999999994,0.04578211106401017
5927,0,0.622,0.712,0.843,0,0,0,0,0,1,0,0.08333333333333334,0.03793980500211954
