,single,danceability,energy,instrumentalness,explicit,collab,timesig_0,timesig_1,timesig_3,timesig_4,timesig_5,track_number,duration_s
6046,0,0.69,0.578,0.000996,0,0,0,0,0,1,0,0.9999999999999999,0.037091988130563795
8570,0,0.603,0.95,0.456,0,0,0,0,0,1,0,0.625,0.043662568885120816
1197,0,0.559,0.777,0.0,0,0,0,0,0,1,0,0.5416666666666666,0.04493429419245443
7505,0,0.852,0.73,0.0,1,1,0,0,0,1,0,0.20833333333333334,0.029249682068673163
6082,0,0.111,0.123,0.87,0,0,0,0,1,0,0,0.625,0.03370072064434082
6227,0,0.775,0.613,2.33e-05,0,0,0,0,0,1,0,0.041666666666666664,0.040059347181008904
4597,0,0.475,0.957,0.995,0,0,0,0,0,1,0,0.9999999999999999,0.004874947011445528
1369,0,0.606,0.924,3.3e-06,0,0,0,0,0,1,0,0.20833333333333334,0.03963543874523103
587,0,0.692,0.58,0.000679,0,1,0,0,0,1,0,0.41666666666666663,0.06803730394234846
5639,1,0.662,0.858,0.0,1,1,0,0,0,1,0,0.125,0.03433658329800763
6158,0,0.485,0.872,0.000321,0,0,0,0,0,1,0,0.0,0.045570156846121236
4256,0,0.683,0.774,0.00102,0,0,0,0,0,1,0,0.3333333333333333,0.03857566765578635
6145,0,0.494,0.632,0.0,0,0,0,0,0,1,0,0.16666666666666666,0.05404832556167868
4959,0,0.405,0.543,0.72,0,0,0,0,0,1,0,0.20833333333333334,0.09304790165324289
2739,0,0.562,0.935,0.851,0,0,0,0,0,1,0,0.9999999999999999,0.011233573548113607
8777,0,0.597,0.477,0.0,1,0,0,0,0,1,0,0.3333333333333333,0.03221704111911827
7380,0,0.395,0.94,0.906,0,0,0,0,0,1,0,0.16666666666666666,0.05849936413734633
2872,1,0.709,0.949,0.00022,0,0,0,0,0,1,0,0.0,0.04027130139889784
5403,1,0.64,0.533,0.0,0,0,0,0,0,1,0,0.0,0.042602797795676134
3921,0,0.51,0.965,0.901,0,0,0,0,0,1,0,0.9999999999999999,0.013988978380669776
5078,0,0.255,0.14,0.82,0,0,0,0,1,0,0,0.37499999999999994,0.12272149215769393
2827,0,0.5,0.0218,0.00905,0,0,0,0,0,1,0,0.0,0.010809665112335736
9804,1,0.556,0.75,0.0,1,0,0,0,0,1,0,0.041666666666666664,0.023103009749894023
6225,0,0.715,0.574,0.0,1,0,0,0,0,1,0,0.37499999999999994,0.0347604917337855
402,0,0.801,0.682,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.04493429419245443
3332,0,0.775,0.825,1.03e-06,0,0,0,0,0,1,0,0.41666666666666663,0.034548537515896566
7126,0,0.97,0.463,0.0,1,1,0,0,0,1,0,0.08333333333333334,0.026070368800339125
6164,0,0.519,0.897,0.745,0,0,0,0,0,1,0,0.125,0.07736328952946164
8399,0,0.689,0.689,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.03921153030945316
8928,1,0.807,0.659,0.0,1,0,0,0,0,1,0,0.0,0.031581178465451464
5218,0,0.642,0.47,2.07e-05,0,0,0,0,0,1,0,0.9999999999999999,0.05807545570156846
7421,0,0.477,0.992,0.947,1,0,0,0,0,1,0,0.9999999999999999,0.0105977108944468
1194,0,0.478,0.509,0.849,0,0,0,0,0,1,0,0.37499999999999994,0.03242899533700721
4116,0,0.68,0.701,4.72e-06,0,0,0,0,0,1,0,0.041666666666666664,0.04747774480712166
7706,0,0.648,0.971,0.774,0,0,0,0,0,1,0,0.9999999999999999,0.028825773632895298
8661,0,0.747,0.497,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.0294616362865621
5769,0,0.19,0.0875,0.641,0,0,0,0,1,0,0,0.125,0.07354811360746079
4364,0,0.556,0.81,1.67e-06,0,0,0,0,0,1,0,0.9166666666666666,0.011869436201780416
2714,0,0.582,0.882,1.03e-05,0,0,0,0,0,1,0,0.08333333333333334,0.044298431538787625
6361,1,0.813,0.601,0.0002,0,0,0,0,0,1,0,0.0,0.033488766426451884
9338,0,0.842,0.828,0.00179,0,0,0,0,0,1,0,0.9999999999999999,0.03963543874523103
6282,0,0.501,0.992,0.239,0,0,0,0,0,1,0,0.24999999999999997,0.04217888935989826
6140,0,0.436,0.943,0.671,0,0,0,0,0,1,0,0.9999999999999999,0.011233573548113607
2443,0,0.678,0.933,0.0,0,0,0,0,0,1,0,0.41666666666666663,0.041331072488342516
522,0,0.558,0.781,0.00144,0,0,0,0,0,1,0,0.08333333333333334,0.041331072488342516
8448,0,0.696,0.267,0.591,0,0,0,0,0,1,0,0.7916666666666666,0.02755404832556168
2214,0,0.466,0.159,0.401,0,0,0,0,0,1,0,0.16666666666666666,0.06295040271301398
7968,0,0.565,0.692,0.0,0,0,0,0,0,1,0,0.6666666666666666,0.04853751589656634
6509,1,0.741,0.37,0.0,0,0,0,0,0,1,0,0.0,0.0423908435777872
8268,0,0.462,0.993,0.911,0,0,0,0,0,1,0,0.9999999999999999,0.016744383213225942
7739,0,0.746,0.559,0.0,1,0,0,0,0,1,0,0.37499999999999994,0.03836371343789741
4877,1,0.542,0.838,2.05e-06,0,0,0,0,0,1,0,0.20833333333333334,0.04281475201356507
9613,0,0.686,0.599,2e-06,1,0,0,0,0,1,0,0.16666666666666666,0.05701568461212378
4074,0,0.788,0.745,0.0,0,0,0,0,0,1,0,0.24999999999999997,0.03052140737600678
7965,0,0.785,0.903,0.0,1,0,0,0,0,1,0,0.75,0.03688003391267486
2583,0,0.549,0.878,6.07e-05,0,0,0,0,0,1,0,0.37499999999999994,0.03624417125900806
4080,0,0.489,0.505,0.000333,0,0,0,0,0,1,0,0.041666666666666664,0.04111911827045358
5532,0,0.446,1.0,0.042,0,0,0,0,0,1,0,0.9999999999999999,0.007630351844001695
7318,0,0.448,0.919,0.945,0,0,0,0,0,1,0,0.9999999999999999,0.006146672318779144
8360,0,0.628,0.883,0.932,0,0,0,0,0,1,0,0.0,0.07376006782534972
3910,0,0.571,0.656,5.62e-05,0,0,0,0,1,0,0,0.4583333333333333,0.04281475201356507
5366,0,0.56,0.33,0.000175,1,0,0,0,0,1,0,0.9999999999999999,0.040059347181008904
4436,0,0.529,0.939,0.953,0,0,0,0,0,1,0,0.625,0.008690122933446376
5901,0,0.471,0.974,0.91,0,0,0,0,0,1,0,0.9999999999999999,0.03815175922000848
8452,0,0.591,0.479,1.95e-06,0,0,0,0,0,1,0,0.75,0.012293344637558289
4302,0,0.251,0.302,0.204,0,0,0,0,1,0,0,0.37499999999999994,0.05765154726579059
9773,0,0.644,0.563,0.0,1,1,0,0,0,1,0,0.5416666666666666,0.04217888935989826
538,0,0.62,0.869,0.0,0,0,0,0,0,1,0,0.6666666666666666,0.044510385756676554
9270,0,0.774,0.914,0.0,0,0,0,0,0,1,0,0.9999999999999999,0.03603221704111912
6389,0,0.877,0.477,0.0,1,1,0,0,0,1,0,0.4583333333333333,0.04387452310300975
5909,0,0.362,0.99,0.955,0,0,0,0,0,1,0,0.9999999999999999,0.03857566765578635
9467,0,0.544,0.584,0.721,0,0,0,0,1,0,0,0.9999999999999999,0.05998304366256889
636,0,0.4,0.602,0.0,0,0,0,0,0,1,0,0.41666666666666663,0.05913522679101314
3267,0,0.418,0.436,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.038787621873675286
7016,0,0.319,0.92,0.18,0,0,0,0,0,1,0,0.4583333333333333,0.09983043662568886
2310,0,0.448,0.802,0.000297,0,0,0,0,1,0,0,0.7083333333333334,0.0476896990250106
1949,0,0.535,0.425,0.000335,0,0,0,0,0,1,0,0.16666666666666666,0.03857566765578635
3088,0,0.127,0.941,0.988,0,0,0,0,1,0,0,0.49999999999999994,0.016320474777448073
2704,0,0.816,0.578,1.2e-05,1,0,0,0,0,1,0,0.20833333333333334,0.03115727002967359
2958,1,0.348,0.638,2.03e-05,0,0,0,0,1,0,0,0.125,0.035820262823230184
615,0,0.492,0.718,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.045570156846121236
101,0,0.553,0.922,0.000463,0,0,0,0,0,1,0,0.041666666666666664,0.028825773632895298
2086,0,0.536,0.768,0.0,0,0,0,0,0,1,0,0.0,0.044298431538787625
6874,0,0.153,0.113,0.889,0,0,0,0,0,1,0,0.7916666666666666,0.04154302670623145
9724,0,0.824,0.0238,0.81,0,0,0,0,0,1,0,0.041666666666666664,0.022467147096227214
7434,0,0.642,0.647,0.0,1,1,0,0,0,1,0,0.41666666666666663,0.041966935142009325
9574,0,0.572,0.818,0.0,0,0,0,0,0,1,0,0.125,0.05447223399745655
8261,0,0.644,0.587,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.03009749894022891
2494,0,0.252,0.256,0.748,0,0,0,0,0,1,0,0.7083333333333334,0.013988978380669776
2595,1,0.621,0.585,1.91e-06,1,0,0,0,0,1,0,0.08333333333333334,0.03815175922000848
3747,0,0.441,0.438,0.919,0,0,0,0,1,0,0,0.4583333333333333,0.02331496396778296
3471,0,0.584,0.496,0.0161,0,0,0,0,0,1,0,0.041666666666666664,0.024586689275116574
8420,0,0.503,0.874,0.0,0,0,0,0,0,1,0,0.29166666666666663,0.0317931326833404
3989,1,0.498,0.81,0.00717,0,0,0,0,0,1,0,0.125,0.03603221704111912
8471,1,0.887,0.606,0.0,1,0,0,0,0,1,0,0.0,0.04048325561678678
4426,0,0.567,0.964,0.765,0,0,0,0,0,1,0,0.9999999999999999,0.014624841034336582
4667,0,0.743,0.662,0.0,1,0,0,0,0,1,0,0.29166666666666663,0.037091988130563795
5910,0,0.383,0.9,1.94e-06,0,0,0,0,0,1,0,0.24999999999999997,0.041331072488342516
7955,1,0.799,0.66,0.0,1,0,0,0,0,1,0,0.0,0.03730394234845273
6420,0,0.415,0.998,0.951,0,0,0,0,0,1,0,0.9999999999999999,0.013565069944891903
7301,0,0.682,0.919,0.0,0,0,0,0,0,1,0,0.5833333333333334,0.029673590504451036
1615,0,0.84,0.608,1.25e-06,0,0,0,0,0,1,0,0.3333333333333333,0.04493429419245443
3565,0,0.317,0.5,0.359,0,0,0,0,0,1,0,0.24999999999999997,0.0847816871555744
1698,0,0.515,0.85,0.0625,0,0,0,0,1,0,0,0.5416666666666666,0.03327681220856295
6020,0,0.85,0.67,8.11e-05,0,1,0,0,0,1,0,0.37499999999999994,0.05320050869012293
3767,0,0.501,0.718,0.735,0,0,0,0,0,1,0,0.0,0.11064010173802459
80,0,0.783,0.58,2.28e-06,0,0,0,0,0,1,0,0.08333333333333334,0.03688003391267486
9353,1,0.605,0.229,0.392,0,0,0,0,1,0,0,0.0,0.03793980500211954
2239,0,0.747,0.705,0.0,0,0,0,0,0,1,0,0.0,0.04111911827045358
9156,0,0.501,0.588,0.0,0,0,0,0,0,1,0,0.5833333333333334,0.03306485799067401
4143,0,0.681,0.314,9.82e-06,1,0,0,0,0,1,0,0.49999999999999994,0.040059347181008904
2182,0,0.503,0.931,4.28e-05,0,0,0,0,0,1,0,0.08333333333333334,0.056591776176345907
6990,0,0.365,0.502,0.00212,0,0,0,0,0,1,0,0.20833333333333334,0.09453158117846545
3257,0,0.339,0.619,0.035,0,0,0,0,0,1,0,0.08333333333333334,0.04281475201356507
6223,1,0.273,0.565,1.68e-06,0,0,0,0,0,1,0,0.08333333333333334,0.04578211106401017
9071,0,0.558,0.78,0.0,0,0,0,0,0,1,0,0.625,0.04917337855023315
372,0,0.355,0.55,3.2e-05,0,0,0,0,0,1,0,0.08333333333333334,0.04408647732089869
6686,0,0.374,0.585,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.03391267486222976
1747,0,0.0803,0.000598,0.653,0,0,0,0,0,0,1,0.29166666666666663,0.14518863925392114
8177,0,0.621,0.873,9.1e-06,0,0,0,0,0,1,0,0.08333333333333334,0.046206019499788045
4187,0,0.438,0.477,7.8e-06,0,0,0,0,0,1,0,0.16666666666666666,0.06697753285290377
90,0,0.303,0.9,0.635,0,0,0,0,0,1,0,0.24999999999999997,0.03666807969478593
559,0,0.711,0.811,0.0204,0,0,0,0,1,0,0,0.9999999999999999,0.06506994489190335
5087,0,0.0,4.98e-05,0.297,0,0,1,0,0,0,0,0.125,0.027130139889783807
2674,0,0.738,0.868,0.000215,0,0,0,0,0,1,0,0.041666666666666664,0.047901653242899536
5540,0,0.537,0.997,0.0463,0,0,0,0,0,1,0,0.9999999999999999,0.02691818567189487
6261,1,0.708,0.648,0.0,0,0,0,0,0,1,0,0.0,0.03857566765578635
176,0,0.564,0.71,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.043662568885120816
6235,0,0.472,0.861,0.0,1,0,0,0,0,1,0,0.0,0.04069520983467571
174,0,0.682,0.351,0.00059,0,0,0,0,0,1,0,0.16666666666666666,0.05426027977956761
7768,0,0.207,0.0354,0.917,0,0,0,0,1,0,0,0.9999999999999999,0.02373887240356083
4189,0,0.743,0.571,0.0,1,0,0,0,0,1,0,0.16666666666666666,0.04111911827045358
3300,0,0.505,0.68,0.0,1,0,0,0,1,0,0,0.37499999999999994,0.04578211106401017
6035,1,0.721,0.707,3.68e-06,1,0,0,0,0,1,0,0.0,0.0294616362865621
4171,0,0.578,0.574,0.0,0,0,0,0,0,1,0,0.16666666666666666,0.05129292072912251
9444,1,0.615,0.422,0.0,1,1,0,0,0,0,1,0.0,0.041331072488342516
1811,0,0.338,0.478,0.0,1,0,0,0,0,1,0,0.3333333333333333,0.05129292072912251
8168,0,0.843,0.658,0.73,0,0,0,0,0,1,0,0.3333333333333333,0.05553200508690123
1779,0,0.715,0.468,0.0,1,0,0,0,1,0,0,0.29166666666666663,0.04599406528189911
9426,0,0.601,0.947,0.306,0,0,0,0,0,1,0,0.041666666666666664,0.04323866044934294
3717,0,0.667,0.717,0.0,0,0,0,0,0,1,0,0.625,0.05002119542178889
5412,0,0.47,0.982,0.244,0,0,0,0,0,1,0,0.9999999999999999,0.013565069944891903
526,0,0.679,0.779,0.0,0,0,0,0,0,1,0,0.20833333333333334,0.03857566765578635
1026,0,0.532,0.783,0.0012,0,0,0,0,0,1,0,0.0,0.0483255616786774
2435,0,0.713,0.44,2.24e-05,0,0,0,0,1,0,0,0.125,0.04027130139889784
5710,1,0.577,0.387,0.705,1,0,0,1,0,0,0,0.20833333333333334,0.02267910131411615
6671,0,0.659,0.879,0.606,0,0,0,0,0,1,0,0.29166666666666663,0.032640949554896145
5258,0,0.431,0.865,0.00573,0,0,0,0,0,1,0,0.9999999999999999,0.012505298855447222
6591,0,0.549,0.771,0.714,0,0,0,0,0,1,0,0.37499999999999994,0.030309453158117845
7394,0,0.42,0.945,0.00633,0,0,0,0,0,1,0,0.9999999999999999,0.044298431538787625
6273,0,0.669,0.617,0.0,0,0,0,0,0,1,0,0.125,0.04302670623145401
7567,0,0.789,0.509,7.55e-06,1,0,0,0,0,1,0,0.37499999999999994,0.035820262823230184
8150,0,0.568,0.954,0.32,0,0,0,0,0,1,0,0.9999999999999999,0.011233573548113607
2012,0,0.374,0.612,0.0,0,0,0,0,0,1,0,0.6666666666666666,0.04980924120389996
4449,0,0.691,0.186,0.934,0,0,0,0,0,1,0,0.4583333333333333,0.02479864349300551
1839,1,0.416,0.233,0.0,0,0,0,0,0,1,0,0.125,0.03815175922000848
3456,0,0.541,0.752,0.00131,0,0,0,0,0,1,0,0.041666666666666664,0.05086901229334464
3725,0,0.575,0.34,0.961,0,0,0,0,0,1,0,0.125,0.032640949554896145
984,0,0.736,0.798,0.0681,0,0,0,0,0,1,0,0.0,0.051080966511233575
3684,0,0.449,0.42,0.0,0,0,0,0,0,1,0,0.3333333333333333,0.05871131835523527
5972,0,0.665,0.651,0.0,1,0,0,0,0,1,0,0.24999999999999997,0.03306485799067401
1655,0,0.614,0.914,1.16e-05,0,0,0,0,0,1,0,0.125,0.07418397626112759
1672,0,0.694,0.891,0.447,1,0,0,0,0,1,0,0.29166666666666663,0.07418397626112759
3148,0,0.727,0.599,0.0,1,1,0,0,1,0,0,0.20833333333333334,0.037727850784230604
8595,1,0.705,0.814,0.00312,0,0,0,0,0,1,0,0.0,0.04323866044934294
3084,0,0.47,0.623,0.000439,0,0,0,0,0,1,0,0.20833333333333334,0.043662568885120816
2979,0,0.466,0.763,0.0282,0,0,0,0,0,1,0,0.5416666666666666,0.05447223399745655
1958,0,0.675,0.918,0.911,0,0,0,0,0,1,0,0.20833333333333334,0.06867316659601526
3965,1,0.566,0.738,0.586,0,0,0,0,0,1,0,0.041666666666666664,0.04959728698601102
3597,0,0.474,0.34,1.82e-05,0,0,0,0,0,1,0,0.41666666666666663,0.022891055532005086
2679,0,0.629,0.715,0.0,0,0,0,0,0,1,0,0.9999999999999999,0.008054260279779568
7174,1,0.759,0.54,0.0,0,0,0,0,0,1,0,0.0,0.03624417125900806
2022,0,0.528,0.284,0.0,0,0,0,0,0,1,0,0.0,0.04154302670623145
5672,0,0.672,0.437,0.261,0,0,0,0,0,1,0,0.3333333333333333,0.04281475201356507
9431,1,0.598,0.769,0.0,0,0,0,0,0,1,0,0.0,0.025646460364561256
8141,1,0.69,0.514,0.497,1,0,0,0,0,1,0,0.0,0.03645612547689699
9111,0,0.309,0.626,5.96e-05,0,0,0,0,0,1,0,0.37499999999999994,0.07312420517168292
3145,0,0.696,0.664,0.809,0,0,0,0,0,1,0,0.49999999999999994,0.059771089444679945
4086,0,0.175,0.486,0.855,0,0,0,0,0,1,0,0.3333333333333333,0.0688851208139042
8749,0,0.389,0.768,0.0,1,1,0,0,0,1,0,0.08333333333333334,0.0347604917337855
888,0,0.352,0.275,5.01e-05,0,0,0,0,0,1,0,0.08333333333333334,0.04514624841034336
8274,0,0.45,0.967,0.731,0,0,0,0,0,1,0,0.9999999999999999,0.013353115727002967
2033,0,0.546,0.311,1.65e-05,0,0,0,0,0,1,0,0.08333333333333334,0.051080966511233575
3490,0,0.514,0.659,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.03836371343789741
8820,0,0.837,0.581,0.000395,0,0,0,0,0,1,0,0.625,0.055320050869012295
9329,1,0.296,0.893,0.00454,1,0,0,0,0,1,0,0.0,0.0241627808393387
9586,0,0.523,0.607,0.0,0,0,0,0,0,1,0,0.0,0.041966935142009325
144,0,0.656,0.884,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.046206019499788045
8415,0,0.895,0.439,0.0,1,0,0,0,0,1,0,0.0,0.016744383213225942
5936,0,0.671,0.529,0.000335,1,0,0,0,0,1,0,0.041666666666666664,0.030945315811784654
8044,0,0.675,0.534,0.000233,0,1,0,0,0,1,0,0.125,0.08054260279779568
4810,0,0.345,0.255,0.0117,0,0,0,0,0,1,0,0.20833333333333334,0.08456973293768547
8081,1,0.597,0.45,0.0,0,0,0,0,1,0,0,0.0,0.044298431538787625
1961,1,0.579,0.415,0.0018,0,0,0,0,0,1,0,0.041666666666666664,0.0423908435777872
9482,0,0.812,0.679,0.0,1,0,0,0,0,1,0,0.41666666666666663,0.02861381941500636
5305,0,0.595,0.657,0.000597,1,0,0,0,0,1,0,0.24999999999999997,0.05383637134378974
70,0,0.711,0.7,0.000125,0,0,0,0,0,1,0,0.041666666666666664,0.04069520983467571
5482,0,0.469,0.979,0.0269,0,0,0,0,0,1,0,0.9999999999999999,0.04959728698601102
5099,0,0.877,0.517,0.0,1,0,0,0,0,1,0,0.49999999999999994,0.030309453158117845
2758,0,0.54,0.178,0.377,0,0,0,0,1,0,0,0.37499999999999994,0.03793980500211954
6998,0,0.219,0.671,0.000537,0,0,0,0,0,1,0,0.37499999999999994,0.09813480288257737
9827,0,0.708,0.784,0.0,0,0,0,0,0,1,0,0.9583333333333334,0.038787621873675286
8021,1,0.734,0.874,1.14e-05,0,1,0,0,0,1,0,0.0,0.03115727002967359
6174,0,0.679,0.837,1.45e-05,0,0,0,0,0,1,0,0.4583333333333333,0.03666807969478593
3004,0,0.474,0.387,0.00557,0,0,0,0,0,1,0,0.29166666666666663,0.04705383637134379
5517,0,0.782,0.436,1.3e-05,1,0,0,0,0,1,0,0.0,0.05277660025434506
1062,0,0.465,0.346,0.94,0,0,0,0,0,1,0,0.0,0.07736328952946164
199,0,0.474,0.915,0.737,1,0,0,0,0,1,0,0.5416666666666666,0.06273844849512505
5904,0,0.605,0.553,0.0152,0,1,0,0,0,1,0,0.4583333333333333,0.035184400169563375
337,0,0.445,0.95,0.000298,0,0,0,0,0,1,0,0.4583333333333333,0.008266214497668503
4731,0,0.557,0.998,0.813,0,0,0,0,1,0,0,0.9999999999999999,0.008054260279779568
2444,0,0.494,0.832,0.0,0,0,0,0,0,1,0,0.625,0.005298855447223399
8606,0,0.486,0.979,0.475,0,0,0,0,0,1,0,0.9999999999999999,0.046841882153454854
7521,0,0.581,0.673,0.0,1,1,0,0,0,1,0,0.49999999999999994,0.03221704111911827
966,0,0.618,0.307,0.0,0,0,0,0,0,1,0,0.20833333333333334,0.044298431538787625
5846,0,0.807,0.681,0.0,0,0,0,0,0,1,0,0.0,0.0589232725731242
6928,0,0.701,0.425,0.13,0,0,0,0,0,1,0,0.041666666666666664,0.037091988130563795
9837,0,0.713,0.676,0.0,0,0,0,0,0,1,0,0.20833333333333334,0.04408647732089869
8630,0,0.509,0.644,0.0,0,0,0,0,0,1,0,0.20833333333333334,0.04959728698601102
5071,0,0.587,0.711,0.0,1,0,0,0,0,1,0,0.041666666666666664,0.04980924120389996
2645,0,0.461,0.995,0.53,0,0,0,0,0,1,0,0.9999999999999999,0.01377702416278084
2961,0,0.583,0.871,0.000399,0,0,0,0,0,1,0,0.08333333333333334,0.04811360746078847
5968,0,0.68,0.578,0.0,1,0,0,0,0,1,0,0.3333333333333333,0.04493429419245443
2785,0,0.867,0.508,0.0033,0,0,0,0,0,1,0,0.49999999999999994,0.04027130139889784
8575,1,0.703,0.703,0.0,1,0,0,0,0,1,0,0.0,0.0347604917337855
955,0,0.512,0.766,0.0,0,0,0,0,0,1,0,0.125,0.03688003391267486
2637,0,0.505,0.957,0.373,0,0,0,0,0,1,0,0.9999999999999999,0.007842306061890632
7920,0,0.568,0.897,6.69e-05,0,0,0,0,0,1,0,0.4583333333333333,0.03899957609156422
6663,0,0.534,0.957,7.9e-06,0,1,0,0,0,1,0,0.9999999999999999,0.028825773632895298
4938,0,0.696,0.745,0.0833,0,0,0,0,0,1,0,0.4583333333333333,0.09474353539635438
5637,0,0.582,0.962,0.128,0,0,0,0,0,1,0,0.16666666666666666,0.03412462908011869
8301,1,0.721,0.277,0.0,0,0,0,0,0,1,0,0.0,0.03221704111911827
6376,0,0.481,0.949,1.02e-05,0,0,0,0,0,1,0,0.9999999999999999,0.008266214497668503
242,0,0.785,0.478,0.0,1,0,0,0,0,1,0,0.125,0.03009749894022891
8497,1,0.581,0.584,0.0,0,0,0,0,0,1,0,0.0,0.03963543874523103
3503,0,0.5,0.392,0.0109,0,0,0,0,0,1,0,0.3333333333333333,0.03539635438745231
9305,1,0.636,0.774,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.017592200084781687
3377,0,0.43,0.898,0.000268,0,0,0,0,0,1,0,0.41666666666666663,0.03539635438745231
1294,0,0.508,0.889,0.82,0,0,0,0,0,1,0,0.9999999999999999,0.009961848240779992
25,0,0.578,0.888,0.000583,0,0,0,0,0,1,0,0.0,0.032852903772785075
6515,0,0.943,0.677,0.0,1,0,0,0,0,1,0,0.0,0.026706231454005934
112,1,0.563,0.496,5.8e-05,1,0,0,0,0,1,0,0.0,0.06570580754557016
3398,0,0.232,0.705,6.6e-05,1,1,0,0,0,1,0,0.37499999999999994,0.08096651123357355
9053,0,0.533,0.794,0.878,0,0,0,0,0,1,0,0.5416666666666666,0.03815175922000848
5427,0,0.514,0.836,0.0,0,0,0,0,0,1,0,0.24999999999999997,0.051716829164900384
1724,0,0.57,0.837,0.915,0,0,0,0,0,1,0,0.9999999999999999,0.08817295464179738
9722,0,0.664,0.0158,0.903,0,0,0,0,0,1,0,0.041666666666666664,0.021407376006782535
6485,1,0.889,0.453,4.75e-06,0,0,0,0,0,1,0,0.0,0.03836371343789741
4898,0,0.618,0.728,0.0,0,0,0,0,0,1,0,0.0,0.025858414582450192
4082,0,0.728,0.563,0.0,0,1,0,0,0,1,0,0.16666666666666666,0.041966935142009325
1391,0,0.731,0.572,0.00012,0,0,0,0,0,1,0,0.3333333333333333,0.04217888935989826
1436,0,0.455,0.964,0.422,0,0,0,0,0,1,0,0.7083333333333334,0.01695633743111488
4976,0,0.536,0.574,0.00277,1,0,0,0,0,1,0,0.041666666666666664,0.04345061466723188
7607,0,0.51,0.846,0.0,1,0,0,0,0,1,0,0.37499999999999994,0.04387452310300975
9627,0,0.73,0.767,0.966,0,0,0,0,0,1,0,0.0,0.08054260279779568
4016,0,0.725,0.384,0.000239,1,0,0,0,0,1,0,0.24999999999999997,0.046841882153454854
7362,0,0.414,0.833,2.09e-05,0,0,0,0,0,1,0,0.9999999999999999,0.042602797795676134
6059,0,0.461,0.593,0.0,0,0,0,0,1,0,0,0.0,0.044298431538787625
2396,0,0.543,0.933,0.00818,0,0,0,0,0,1,0,0.5416666666666666,0.009961848240779992
3007,0,0.645,0.713,0.0,0,0,0,0,0,1,0,0.08333333333333334,0.041331072488342516
9651,0,0.881,0.0195,0.916,0,0,0,0,0,1,0,0.0,0.0241627808393387
2027,0,0.742,0.713,0.0,0,0,0,0,0,1,0,0.0,0.03603221704111912
6852,1,0.594,0.524,0.000243,0,0,0,0,0,1,0,0.041666666666666664,0.04090716405256464
7331,0,0.74,0.488,0.0,1,0,0,0,0,1,0,0.0,0.021407376006782535
1808,0,0.824,0.354,0.0,1,0,0,0,0,1,0,0.49999999999999994,0.002967359050445104
7252,0,0.51,0.912,0.0417,0,0,0,0,0,1,0,0.9999999999999999,0.011233573548113607
9396,0,0.677,0.796,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.03370072064434082
1521,0,0.512,0.304,0.000622,0,0,0,0,0,0,1,0.7916666666666666,0.02861381941500636
633,0,0.395,1.0,0.98,0,0,0,0,0,1,0,0.9999999999999999,0.007842306061890632
6947,0,0.696,0.454,0.0,1,1,0,0,0,1,0,0.41666666666666663,0.051080966511233575
7269,0,0.699,0.687,3.63e-05,1,0,0,0,0,1,0,0.20833333333333334,0.03603221704111912
2190,0,0.588,0.989,0.778,1,0,0,0,0,1,0,0.5416666666666666,0.06040695209834676
3098,0,0.491,0.693,6.92e-06,0,0,0,0,0,1,0,0.08333333333333334,0.0506570580754557
9761,0,0.786,0.899,0.000189,0,0,0,0,0,1,0,0.37499999999999994,0.04175498092412039
9320,0,0.823,0.614,0.0,0,0,0,0,0,1,0,0.041666666666666664,0.042602797795676134
2035,0,0.585,0.595,0.266,0,0,0,0,0,1,0,0.3333333333333333,0.05086901229334464
5566,0,0.492,0.975,0.0283,0,0,0,0,0,1,0,0.9999999999999999,0.007630351844001695
6495,0,0.599,0.571,0.0,1,0,0,0,0,1,0,0.08333333333333334,0.03963543874523103
2775,1,0.783,0.606,0.887,0,0,0,0,0,1,0,0.0,0.042602797795676134
8590,0,0.623,0.384,0.937,0,0,0,0,0,1,0,0.9999999999999999,0.03666807969478593
2970,0,0.611,0.797,0.00137,0,0,0,0,0,1,0,0.08333333333333334,0.04217888935989826
1876,0,0.705,0.973,0.0394,0,0,0,0,0,1,0,0.5416666666666666,0.03412462908011869
9850,1,0.519,0.782,0.933,1,0,0,0,0,1,0,0.08333333333333334,0.035820262823230184
3949,0,0.804,0.75,0.763,0,0,0,0,0,1,0,0.37499999999999994,0.051080966511233575
8695,0,0.772,0.634,0.0,1,0,0,0,0,1,0,0.0,0.04048325561678678
8951,0,0.746,0.486,1.38e-06,0,0,0,0,0,1,0,0.8333333333333334,0.0453582026282323
4844,1,0.909,0.121,0.00105,0,0,0,0,0,1,0,0.0,0.031581178465451464
8256,0,0.592,0.882,0.742,0,0,0,0,0,1,0,0.41666666666666663,0.06549385332768122
